Tarkastelujakson kumulatiivinen sähköntuotanto:
Pvm;Kumulatiivinen kulutus (kWh)
02.01.2020 22:00;10615801
02.01.2020 23:00;21016020
03.01.2020 00:00;30943071
03.01.2020 01:00;40467985
31.03.2020 20:00;51374220
31.03.2020 21:00;62282706
31.03.2020 22:00;73018343
31.03.2020 23:00;83202270
01.04.2020 00:00;93028978
01.04.2020 01:00;102689471
01.04.2020 02:00;112307784
01.04.2020 03:00;122035697
01.04.2020 04:00;132071586
01.04.2020 05:00;142584087
02.04.2020 05:00;153317754
